Report ID;ComponentName;Model;Serial Number;Component Code;Failure;Additional Failure Description;Parent Case;Failure SMR;Active Stage;Failure2;Failure3;Failure32;Delivery;Failed Part Number;Failed Part Name;Component Name;Phenomenon Name;Plant;Current Queue;Status Reason;Created;Distributor;Subsidiary;Issue2;Additional Notes(Request);Distributor Contact;Filial DB code;Filial DB Name;LT DB;FY;YEAR
KBIMB202409504;PC130LC-10M0, ARM, ARM, BROKEN, TRINCA NA SOLDA DO BRAÇO  ;PC130LC-10M0;B20198;714 - Arm;Arm crack - AB25018 - FCB25016;TRINCA NA SOLDA DO BRAÇO;;2759;Sub.Submitted;27/08/2024;;31/10/2022;18/01/2023;203-70-01980;ARM;ARM;BROKEN;KDB (Plant) (51);Pending Requests;Pending Request;09/09/2024;Mason (213I);KBI (9447);09/09/2024;;Higor Alves;213MGC;Mason;13;FY2024;2024
KBIPR202409503;PC130LC-10M0, OTHERS, MANGUEIRA JOYSTICK, ENTER/LEAKS, MANGUEIRA JOYSTICK COM VAZAMENTO  ;PC130LC-10M0;B20500;6A0 - Hydraulic piping;Hose leak;MANGUEIRA JOYSTICK COM VAZAMENTO;;52;Closed;19/08/2024;19/08/2024;24/07/2024;06/08/2024;XX;MANGUEIRA JOYSTICK;OTHERS;ENTER/LEAKS;KDB (Plant) (51);;Completed;09/09/2024;VIANMAQ (213PRB);KBI (9447);09/09/2024;Após o reaperto da mangueira acompanhamos o equipamento por um período em operação e o mesmo ficou em condições de uso.;Neia Sene;213PRB;Vianmaq ;21;FY2024;2024
KBISP202409504;PC130LC-10M0, ENGINE ASSY, MUFFLER, BROKEN,   ;PC130LC-10M0;B20343;A1T - Muffler;Abnormal noise on muffler (before countermeasure);;;1010;Closed;31/07/2024;;02/10/2023;25/12/2023;6271-11-5230;MUFFLER;ENGINE ASSY;BROKEN;KDB (Plant) (51);;Completed;09/09/2024;BAUKO (213SPA);KBI (9447);09/09/2024;Cliente com todas as revisões feitas no distribuidor.;Caio Rodrigues;213ESD;Bauko;40;FY2024;2024
KBISP202409505;PC130LC-10M0, ARM, pin, BROKEN,   ;PC130LC-10M0;B20337;H17 - Arm cylinder;Arm cylinder pin break - AB25032 / FCB25040;;;1499;Plant.QA Approved;23/08/2024;27/08/2024;26/09/2023;29/11/2023;203-70-42122;pin;ARM;BROKEN;KDB (Plant) (51);KDB - Quality Assurance;In Process;10/09/2024;BAUKO (213SPA);KBI (9447);10/09/2024;Cliente com todas as revisões feitas no distribuidor.;Caio Rodrigues;213ESD;Bauko;18;FY2024;2024
KBI1F202409506;PC130LC-10M0, OTHERS, TURBINA, DEFECTIVE APPEARANCE, DESGASTE EXCESSIVO NA TURBINA  ;PC130LC-10M0;B20185;A90 - Turbocharger;Turbocharger;DESGASTE EXCESSIVO NA TURBINA;;350;Closed;15/08/2024;;19/10/2022;07/12/2022;6271-81-8100;TURBINA;OTHERS;DEFECTIVE APPEARANCE;KDB (Plant) (51);;Completed;11/09/2024;VAMOS (2131F);KBI (9447);11/09/2024;;Franciele Ferreira;213RSC;VAMOS (2131F);27;FY2024;2024
KBIPR202409505;PC130-10M0, OTHERS, TANQUE DIESEL, OTHER, TANQUE COM CONTAMINAÇÃO  ;PC130-10M0;B20431;602 - Hydraulic filter;Hydraulic filter;TANQUE COM CONTAMINAÇÃO;;62;Plant.QA Approved;28/08/2024;03/09/2024;29/04/2024;18/07/2024;204-04-B1010;TANQUE DIESEL;OTHERS;OTHER;KDB (Plant) (51);KDB - Quality Assurance;In Process;11/09/2024;VIANMAQ (213PRB);KBI (9447);11/09/2024;"Realizamos coleta do diesel e enviado para análise em laboratório. Após retorno na Oficina, abrimos o filtro primário para inspeção visual, e constatamos presença de limalhas no interior do filtro.
O cliente não possui central de abastecimento e realiza abastecimentos com transferência por galões.";Neia Sene;213PRB;Vianmaq ;14;FY2024;2024
KBIPR202409507;PC130LC-10M0, ACCESSORY & PARTS, VÁLVULA, MALFUNCTION, VÁLVULA SOLENOIDE COM FIO ROMPIDO  ;PC130LC-10M0;B20377;D00 - Electric system;Solenoid;VÁLVULA SOLENOIDE COM FIO ROMPIDO;;1115;Closed;02/09/2024;05/09/2024;07/12/2023;07/03/2024;22B-62-45811;VÁLVULA;ACCESSORY & PARTS;MALFUNCTION;KDB (Plant) (51);;Completed;13/09/2024;VIANMAQ (213PRB);KBI (9447);13/09/2024;Realizamos a substituição da eletro válvula limpamos códigos de falha e testamos o equipamento e o equipamento funcionou normalmente.;Neia Sene;213PRB;Vianmaq ;11;FY2024;2024
KBIPR202409508;PC130-10M0, AIR CONDITIONER, AR CONDIONADO, MALFUNCTION, AR CONDICIONADO NÃO FUNCIONA  ;PC130-10M0;B20463;450 - A/C;A/C;AR CONDICIONADO NÃO FUNCIONA;;11;Closed;23/08/2024;23/08/2024;28/05/2024;20/08/2024;XX;AR CONDIONADO;AIR CONDITIONER;MALFUNCTION;KDB (Plant) (51);;Completed;13/09/2024;VIANMAQ (213PRB);KBI (9447);13/09/2024;Após realizado o reparo da falha acompanhamos o equipamento por um período e o mesmo ficou com o ar condicionado em pleno funcionamento.;Neia Sene;213PRB;Vianmaq ;21;FY2024;2024
KBISP202409512;PC130LC-10M0, ELECTRONIC CONTROLLER, Controladora da bomba, MALFUNCTION, Maquina perdendo potência  ;PC130LC-10M0;B20116;DA0 - Electronic controller;Pump controller;Maquina perdendo potência;;2344;Sub.Received;06/09/2024;;20/07/2022;24/08/2022;7835-51-4001;Controladora da bomba;ELECTRONIC CONTROLLER;MALFUNCTION;KDB (Plant) (51);KBI - Construction Service;In Process;17/09/2024;BAUKO (213SPA);KBI (9447);17/09/2024;;Gabriel Bonifacio;213SPB;Bauko;11;FY2024;2024
KBI1F202409512;PC130LC-10M0, TRACK ROLLER, ROLETE, DEFECTIVE APPEARANCE,   ;PC130LC-10M0;B20380;304 - Track roller;Track roller break / leak;;;698;Closed;06/09/2024;10/09/2024;12/12/2023;15/04/2024;22B-30-00413;ROLETE;TRACK ROLLER;DEFECTIVE APPEARANCE;KDB (Plant) (51);;Completed;19/09/2024;VAMOS (2131F);KBI (9447);19/09/2024;;Franciele Ferreira;213RSC;VAMOS (2131F);13;FY2024;2024
KBISP202409518;PC130LC-10M0, RADIATOR GROUP, Liquido de arrefecimento, HIGH/LOW LEVEL, Baixo nível do liquido de arrefecimento  ;PC130LC-10M0;B20532;984 - Acessory / Others;Coolant level;Baixo nível do liquido de arrefecimento;;20;Closed;26/09/2024;;09/09/2024;12/30/1899;600-411-1113;Liquido de arrefecimento;RADIATOR GROUP;HIGH/LOW LEVEL;KDB (Plant) (51);;Completed;26/09/2024;BAUKO (213SPA);KBI (9447);26/09/2024;;Gabriel Bonifacio;213SPB;Bauko;0;FY2024;2024
KBISP202409527;PC130LC-10M0, BATTERY, BATERIA, HIGH/LOW LEVEL,   ;PC130LC-10M0;B20459;D61 - Battery;Battery;;;85;Plant.QA Approved;18/09/2024;18/09/2024;27/05/2024;12/30/1899;21K-06-B7160;BATERIA;BATTERY;HIGH/LOW LEVEL;KDB (Plant) (51);KDB - Quality Assurance;In Process;27/09/2024;BAUKO (213SPA);KBI (9447);27/09/2024;;Paulo Dias;213SPA;Bauko;9;FY2024;2024
KBISP202409528;PC130LC-10M0, SWING CIRCLE, Mangueira, ENTER/LEAKS, MANGUEIRA SEM TORQUE  ;PC130LC-10M0;B20459;6A0 - Hydraulic piping;Hose low torque;MANGUEIRA SEM TORQUE;;85;Plant.QA Approved;18/09/2024;18/09/2024;27/05/2024;12/30/1899;22B-62-21940;Mangueira;SWING CIRCLE;ENTER/LEAKS;KDB (Plant) (51);KDB - Quality Assurance;In Process;27/09/2024;BAUKO (213SPA);KBI (9447);27/09/2024;;Paulo Dias;213SPA;Bauko;9;FY2024;2024
KBIMB202410500;PC130LC-10M0, BATTERY, bateria, MALFUNCTION, BATERIA NÃO SEGURANDO CARGA  ;PC130LC-10M0;B20513;D61 - Battery;Battery;BATERIA NÃO SEGURANDO CARGA;;8;Plant.QA Approved;25/09/2024;;13/08/2024;12/30/1899;21K-06-B7160;bateria;BATTERY;MALFUNCTION;KDB (Plant) (51);KDB - Quality Assurance;In Process;01/10/2024;Mason (213I);KBI (9447);01/10/2024;"Com base nas informações, concluo que trata-se de uma falha de produto.
Devido as baterias estarem zeradas, possivelmente as baterias não estão segurando carga.
Foi necessario dar uma carga nas baterias.";Whasterley Silva;213I;Mason;6;FY2024;2024
KBIMB202410506;PC130LC-10M0, SPROCKET, Roda motriz, WEAR/RUST/SCRATCHED(SURFACE),   ;PC130LC-10M0;B20352;279 - Sprocket;Sprocket wear;;;1409;Sub.Received;27/09/2024;;18/10/2023;08/01/2024;2A3-27-11310;Roda motriz;SPROCKET;WEAR/RUST/SCRATCHED(SURFACE);KDB (Plant) (51);KBI - Construction Service;In Process;03/10/2024;Mason (213I);KBI (9447);03/10/2024;"Com base nas informações, concluo que trata-se de uma possível falha de produto.
Podemos observar que o material rodante apresenta características de novo, sem muitas marcações de desgaste. Não apresenta desgaste no material rodante.
Equipamento com baixo horimetro e possui contrato de manutenção com o distribuidor então sempre analisamos o equipamento nas preventivas.";Whasterley Silva;213I;Mason;6;FY2024;2024
KBISP202410503;PC130LC-10M0, ENGINE ASSY, MUFFLER, BROKEN,   ;PC130LC-10M0;B20456;A1T - Muffler;Abnormal noise on muffler (before countermeasure);;;694;Closed;02/10/2024;;21/05/2024;11/07/2024;6271-11-5230;MUFFLER;ENGINE ASSY;BROKEN;KDB (Plant) (51);;Completed;02/10/2024;BAUKO (213SPA);KBI (9447);03/10/2024;;Caio Rodrigues;213ESD;Bauko;1;FY2024;2024
KBIMB202410508;PC130LC-10M0, ACCESSORY & PARTS, TURBOCHARGER, DEFECTIVE APPEARANCE, QUEBRA PALHETAS TURBINA  ;PC130LC-10M0;B20216;A90 - Turbocharger;Turbocharger;QUEBRA PALHETAS TURBINA;;1962;Sub.Received;19/09/2024;20/09/2024;24/11/2022;01/11/2023;6271-81-8100;TURBOCHARGER;ACCESSORY & PARTS;DEFECTIVE APPEARANCE;KDB (Plant) (51);KBI - Construction Service;In Process;08/10/2024;Mason (213I);KBI (9447);08/10/2024;;Higor Alves;213MGC;Mason;19;FY2024;2024
KBISP202409519;PC130LC-10M0, ARM, pin, DETERIORATION,   ;PC130LC-10M0;B20485;714 - Arm;Bushing and Pin wear;;;370;Sub.Received;26/09/2024;;27/06/2024;31/07/2024;22B-70-22550;pin;ARM;DETERIORATION;KDB (Plant) (51);KBI - Construction Service;In Process;26/09/2024;BAUKO (213SPA);KBI (9447);09/10/2024;;Caio Rodrigues;213ESD;Bauko;13;FY2024;2024
KBISP202410512;PC130LC-10M0, ARM, Mangueira de acionamento, ENTER/LEAKS, MALEJAMENTO NA MANGUEIRA DE ACIONAMENTO  ;PC130LC-10M0;B20521;6A0 - Hydraulic piping;Seal leak;MALEJAMENTO NA MANGUEIRA DE ACIONAMENTO;;7;Plant.QA Approved;12/09/2024;;21/08/2024;12/30/1899;204-62-72341;Mangueira de acionamento;ARM;ENTER/LEAKS;KDB (Plant) (51);KDB - Quality Assurance;In Process;10/10/2024;BAUKO (213SPA);KBI (9447);10/10/2024;;Gabriel Bonifacio;213SPB;Bauko;28;FY2024;2024
KBIMB202410514;PC130LC-10M0, AIR CONDITIONER, CONDENSER, MALFUNCTION, TRINCA NA SOLDA DA CONDENSADORA  ;PC130LC-10M0;B20426;450 - A/C;Condensor crack;TRINCA NA SOLDA DA CONDENSADORA;;863;Sub.Received;24/09/2024;25/09/2024;23/04/2024;06/05/2024;2A5-979-1282;CONDENSER;AIR CONDITIONER;MALFUNCTION;KDB (Plant) (51);KBI - Construction Service;In Process;17/10/2024;Mason (213I);KBI (9447);17/10/2024;;Higor Alves;213MGC;Mason;23;FY2024;2024
KBIPR202410508;PC130-10M0, ACCESSORY & PARTS, TAMPA DA PROTEÇÃO, DEFECTIVE ADJUSTMENT, TAMPA DO PINO DOS CILINDROS FROUXAS  ;PC130-10M0;B20431;H16 - Boom cylinder;Boom cylinder cover;TAMPA DO PINO DOS CILINDROS FROUXAS;;82;Sub.Received;14/10/2024;;29/04/2024;18/07/2024;22B-70-21920;TAMPA DA PROTEÇÃO;ACCESSORY & PARTS;DEFECTIVE ADJUSTMENT;KDB (Plant) (51);KBI - Construction Service;In Process;21/10/2024;VIANMAQ (213PRB);KBI (9447);21/10/2024;O serviço foi realizado durante a primeira inspeção obrigatória, e a elaboração da TSI é para efeito de registro da falha.;Neia Sene;213PRB;Vianmaq ;7;FY2024;2024
KBI1F202410504;PC130LC-10M0, CAB ASS'Y GROUP, TETO, DEFECTIVE ADJUSTMENT,   ;PC130LC-10M0;B20527;551 - Operator's Cab;Entering water;;;3;Sub.Received;18/10/2024;;04/09/2024;;SEM PECA;TETO;CAB ASS'Y GROUP;DEFECTIVE ADJUSTMENT;KDB (Plant) (51);KBI - Construction Service;In Process;22/10/2024;VAMOS (2131F);KBI (9447);22/10/2024;;Franciele Ferreira;213RSC;VAMOS (2131F);4;FY2024;2024
KBI1F202410505;PC130-10M0, CAB ASS'Y GROUP, TETO DA CABINE, DEFECTIVE ADJUSTMENT,   ;PC130-10M0;B20486;551 - Operator's Cab;Entering water;;;5;Sub.Received;16/10/2024;;28/06/2024;;SEM PECA;TETO DA CABINE;CAB ASS'Y GROUP;DEFECTIVE ADJUSTMENT;KDB (Plant) (51);KBI - Construction Service;In Process;22/10/2024;VAMOS (2131F);KBI (9447);22/10/2024;;Franciele Ferreira;213RSC;VAMOS (2131F);6;FY2024;2024
KBIMB202410515;PC130-10M0, ENGINE ASSY, turbina, ENTER/LEAKS, folga axial e passagem de óleo  ;PC130-10M0;B20430;A90 - Turbocharger;Turbocharger;folga axial e passagem de óleo;;1054;Sub.Received;16/10/2024;;24/04/2024;;6271-81-8100;turbina;ENGINE ASSY;ENTER/LEAKS;KDB (Plant) (51);KBI - Construction Service;In Process;22/10/2024;Mason (213I);KBI (9447);22/10/2024;;Whasterley Silva;213I;Mason;6;FY2024;2024
KBISP202410520;PC130LC-10M0, ACCESSORY & PARTS, cover, DEFECTIVE APPEARANCE, ARRANHÕES NO INTERIOR DA CABINE  ;PC130LC-10M0;B20536;551 - Operator's Cab;Cabin console sctrach;ARRANHÕES NO INTERIOR DA CABINE;;4;Plant.QA Approved;23/10/2024;;13/09/2024;;20Y-53-12122;cover;ACCESSORY & PARTS;DEFECTIVE APPEARANCE;KDB (Plant) (51);KDB - Quality Assurance;In Process;23/10/2024;BAUKO (213SPA);KBI (9447);23/10/2024;;Caio Rodrigues;213ESD;Bauko;0;FY2024;2024
KBISP202410523;PC130LC-10M0, ENGINE ASSY, MUFFLER, MALFUNCTION,   ;PC130LC-10M0;B20384;A1T - Muffler;Abnormal noise on muffler (before countermeasure);;;488;Sub.Submitted;20/08/2024;28/10/2024;13/12/2023;13/03/2024;6271-11-5230;MUFFLER;ENGINE ASSY;MALFUNCTION;KDB (Plant) (51);Pending Requests;Pending Request;28/10/2024;BAUKO (213SPA);KBI (9447);28/10/2024;;Caio Rodrigues;213ESD;Bauko;69;FY2024;2024
KBIPR202411500;PC130-10M0, ACCESSORY & PARTS, PINO, DEFECTIVE ADJUSTMENT, DESGASTE NOS COMPONENTES DE ARTICULAÇÃO  ;PC130-10M0;B20462;714 - Arm;Bushing and Pin wear;DESGASTE NOS COMPONENTES DE ARTICULAÇÃO;;401;Sub.Received;16/10/2024;;28/05/2024;08/07/2024;X;PINO;ACCESSORY & PARTS;DEFECTIVE ADJUSTMENT;KDB (Plant) (51);KBI - Construction Service;In Process;01/11/2024;VIANMAQ (213PRB);KBI (9447);01/11/2024;Não realizamos as medidas de conferência de alinhamento de olhais devido ao ferramental e experiência necessária para tal. Será necessário contratar um serviço de usinagem para verificação de medidas de alojamentos e concentricidade de olhais e também para mandrilhamento dos olhais da lança.;Neia Sene;213PRB;Vianmaq ;16;FY2024;2024
KBISP202411500;PC130LC-10M0, BOOM, Parafuso da bolacha de fixação do cilindro da lança do lado esquerdo, DEFECTIVE ADJUSTMENT, Parafusos da bolacha de fixação soltos  ;PC130LC-10M0;B20521;H16 - Boom cylinder;Boom cylinder cover;Parafusos da bolacha de fixação soltos;;198;Sub.Received;31/10/2024;;21/08/2024;;01010-81435;Parafuso da bolacha de fixação do cilindro da lança do lado esquerdo;BOOM;DEFECTIVE ADJUSTMENT;KDB (Plant) (51);KBI - Construction Service;In Process;05/11/2024;BAUKO (213SPA);KBI (9447);05/11/2024;;Gabriel Bonifacio;213SPB;Bauko;5;FY2024;2024
KBIMB202411505;PC130LC-10M0, MACHINE, WEIGHT, DEFECTIVE APPEARANCE, FALHA NA PINTURA  ;PC130LC-10M0;B20569;000 - Machine;Painting;FALHA NA PINTURA;;3;Plant.QA Approved;08/11/2024;;01/11/2024;;204-46-B1010;WEIGHT;MACHINE;DEFECTIVE APPEARANCE;KDB (Plant) (51);KDB - Quality Assurance;In Process;12/11/2024;Mason (213I);KBI (9447);12/11/2024;;Higor Alves;213MGC;Mason;4;FY2024;2024
KBI1F202411507;PC130LC-10M0, OTHERS, PARAFUSO, OTHER, TAMPA DO CILINDRO  ;PC130LC-10M0;B20501;H16 - Boom cylinder;Boom cylinder cover;TAMPA DO CILINDRO;PC130LC-10M0, OTHERS, PARAFUSO, OTHER,   ;303;Closed;18/10/2024;22/10/2024;29/07/2024;13/09/2024;01643-31445;PARAFUSO;OTHERS;OTHER;KDB (Plant) (51);;Completed;14/11/2024;VAMOS (2131F);KBI (9447);14/11/2024;;Franciele Ferreira;213RSC;VAMOS (2131F);27;FY2024;2024
KBIPR202411511;PC130LC-10M0, ACCESSORY & PARTS, CHICOTE, DEFECTIVE APPEARANCE, FIO CHICOTE DA BUZINA ROMPIDO  ;PC130LC-10M0;B20487;D00 - Electric system;Nozzler wiring;FIO CHICOTE DA BUZINA ROMPIDO;;457;Sub.Received;11/11/2024;;28/06/2024;01/08/2024;204-06-72233;CHICOTE;ACCESSORY & PARTS;DEFECTIVE APPEARANCE;KDB (Plant) (51);KBI - Construction Service;In Process;21/11/2024;VIANMAQ (213PRB);KBI (9447);21/11/2024;Para corrigir a falha sem interferência de corte do chicote seria necessário a troca do chicote completo, pois o fio rompido está do lado do conector do chicote e não no botão da buzina. Acreditamos na possibilidade de  realizar o reparo aplicando um conector macho + fêmea paralelo, pois não há disponibilidade de compra apenas do conector original.  Mas para essa possibilidade precisamos do parecer da Fabrica.;Neia Sene;213PRB;Vianmaq ;10;FY2024;2024
KBI1F202411509;PC130LC-10M0, CAB ASS'Y GROUP, RESERVATORIO, MALFUNCTION,   ;PC130LC-10M0;B20493;551 - Operator's Cab;Windshield cleaner;;;350;Plant.Confirmed;11/11/2024;13/11/2024;19/07/2024;05/08/2024;21T-06-11350;RESERVATORIO;CAB ASS'Y GROUP;MALFUNCTION;KDB (Plant) (51);KDB - Quality Assurance;In Process;26/11/2024;VAMOS (2131F);KBI (9447);26/11/2024;;Franciele Ferreira;213RSC;VAMOS (2131F);15;FY2024;2024
KBI1F202411510;PC130LC-10M0, BOOM, TAMPA, DEFECTIVE APPEARANCE,   ;PC130LC-10M0;B20470;H16 - Boom cylinder;Boom cylinder cover;;;494;Plant.Confirmed;05/11/2024;07/11/2024;11/06/2024;01/08/2024;22B-70-21930;TAMPA;BOOM;DEFECTIVE APPEARANCE;KDB (Plant) (51);KDB - Quality Assurance;In Process;27/11/2024;VAMOS (2131F);KBI (9447);27/11/2024;;Franciele Ferreira;213RSC;VAMOS (2131F);22;FY2024;2024
KBIMB202411511;PC130LC-10M0, HYDRAULIC CONTROL VALVE, BOOM CYLINDER, ENTER/LEAKS, CAIMENTO HIDRÁULICO - LANÇA  ;PC130LC-10M0;B20216;RX0 - Control valve;Hydraulic trim;CAIMENTO HIDRÁULICO - LANÇA;;2455;Plant.Confirmed;25/11/2024;;24/11/2022;01/11/2023;707-G1-X1710;BOOM CYLINDER;HYDRAULIC CONTROL VALVE;ENTER/LEAKS;KDB (Plant) (51);KDB - Quality Assurance;In Process;28/11/2024;Mason (213I);KBI (9447);28/11/2024;;Higor Alves;213MGC;Mason;3;FY2024;2024
KBISP202411515;PC130LC-10M0, ARM, pin, OTHER,   ;PC130LC-10M0;B20312;714 - Arm;Bushing and Pin wear;;;2075;Plant.Confirmed;19/11/2024;;07/08/2023;03/10/2023;22b-70-22550;pin;ARM;OTHER;KDB (Plant) (51);KDB - Quality Assurance;In Process;29/11/2024;BAUKO (213SPA);KBI (9447);29/11/2024;Primeira máquina do cliente .;Caio Rodrigues;213ESD;Bauko;10;FY2024;2024
KBISP202411516;PC130LC-10M0, OTHERS, MUFFLER, ABNOMAL NOISE, RUÍDO ANORMAL - SILENCIOSO  ;PC130LC-10M0;B20368;A1T - Muffler;Abnormal noise on muffler (before countermeasure);RUÍDO ANORMAL - SILENCIOSO;;505;Plant.Confirmed;29/11/2024;;15/11/2023;23/08/2024;6271-11-5230;MUFFLER;OTHERS;ABNOMAL NOISE;KDB (Plant) (51);KDB - Quality Assurance;In Process;29/11/2024;BAUKO (213SPA);KBI (9447);29/11/2024;;Caio Rodrigues;213ESD;Bauko;0;FY2024;2024
KBISP202412508;PC130LC-10M0, HYDRAULIC CONTROL VALVE, 02896-61018, BROKEN,   ;PC130LC-10M0;B20459;RX0 - Control valve;;;;12;Sub.Received;06/12/2024;;27/05/2024;27/08/2024;02896-61018;02896-61018;HYDRAULIC CONTROL VALVE;BROKEN;KDB (Plant) (51);KBI - Construction Service;In Process;06/12/2024;BAUKO (213SPA);KBI (9447);10/12/2024;;Caio Rodrigues;213ESD;Bauko;4;FY2024;2024
KBI1F202412501;PC130-10M0, OTHERS, CONECTOR, OTHER, EQUIPAMENTO NÃO ACIONA BUZINA  ;PC130-10M0;B20461;D00 - Electric system;Nozzler wiring;EQUIPAMENTO NÃO ACIONA BUZINA;;578;Sub.Received;06/12/2024;09/12/2024;28/05/2024;03/09/2024;SEM PECA;CONECTOR;OTHERS;OTHER;KDB (Plant) (51);KBI - Construction Service;In Process;11/12/2024;VAMOS (2131F);KBI (9447);11/12/2024;;Franciele Ferreira;213RSC;VAMOS (2131F);5;FY2024;2024
KBI1F202412503;PC130LC-10M0, ACCESSORY & PARTS, SEM PECA, DEFECTIVE APPEARANCE, TINTA DESCASCANDO  ;PC130LC-10M0;B20501;000 - Machine;Painting;TINTA DESCASCANDO;;750;Sub.Received;12/12/2024;;29/07/2024;13/09/2024;SEM PECA;SEM PECA;ACCESSORY & PARTS;DEFECTIVE APPEARANCE;KDB (Plant) (51);KBI - Construction Service;In Process;17/12/2024;VAMOS (2131F);KBI (9447);17/12/2024;;Franciele Ferreira;213RSC;VAMOS (2131F);5;FY2024;2024
KBIMB202412512;PC130LC-10M0, HYDRAULIC CONTROL VALVE, ACCUMULATOR, DEFECTIVE APPEARANCE, Acumulador hidráulico sem funcionamento  ;PC130LC-10M0;B20216;6A0 - Hydraulic piping;Hose seal;Acumulador hidráulico sem funcionamento;;2547;Sub.Received;28/11/2024;06/12/2024;24/11/2022;01/11/2023;22U-60-21331;ACCUMULATOR;HYDRAULIC CONTROL VALVE;DEFECTIVE APPEARANCE;KDB (Plant) (51);KBI - Construction Service;In Process;26/12/2024;Mason (213I);KBI (9447);26/12/2024;;Higor Alves;213MGC;Mason;28;FY2024;2024
KBIPR202412519;PC130LC-10M0, ACCESSORY & PARTS, CHICOTE, DEFECTIVE ADJUSTMENT, CONECTOR DA BUZINA COM FIO ROMPIDO  ;PC130LC-10M0;B20457;D00 - Electric system;Nozzler wiring;CONECTOR DA BUZINA COM FIO ROMPIDO;;653;Sub.Received;20/12/2024;23/12/2024;22/05/2024;25/06/2024;204-06-72233;CHICOTE;ACCESSORY & PARTS;DEFECTIVE ADJUSTMENT;KDB (Plant) (51);KBI - Construction Service;In Process;30/12/2024;VIANMAQ (213PRB);KBI (9447);30/12/2024;Foi realizado ação corretiva conforme solução sugerida na TSI-KBIPR202411511 e autorizada conforme chamado 1124-003979. Onde o equipamento apresentou a mesma falha em questão.;Neia Sene;213PRB;Vianmaq ;10;FY2024;2024
KBISP202509518;PC130LC-10M0, ARM, Arm, FRACTURE,   ;PC130LC-10M0;B20673;714 - Arm;Reinforcement - Arm crack - AB25018 - FCB25016;;;3;Plant.Confirmed;19/08/2025;;22/04/2025;;204-70-00480;Arm;ARM;FRACTURE;KDB (Plant) (51);KDB - Quality Assurance;In Process;01/09/2025;BAUKO (213SPA);KBI (9447);01/09/2025;;Vinícius Barbosa;213SPA;Bauko;13;FY2025;2025
KBISP202509517;PC130LC-10M0, ARM, Arm, FRACTURE,   ;PC130LC-10M0;B20741;714 - Arm;Reinforcement - Arm crack - AB25018 - FCB25016;;;3;Plant.Confirmed;19/08/2025;;27/06/2025;;204-70-00480;Arm;ARM;FRACTURE;KDB (Plant) (51);KDB - Quality Assurance;In Process;01/09/2025;BAUKO (213SPA);KBI (9447);01/09/2025;;Vinícius Barbosa;213SPA;Bauko;13;FY2025;2025
KBISP202509516;PC130-10M0, ARM, Arm, FRACTURE,   ;PC130-10M0;B20693;714 - Arm;Reinforcement - Arm crack - AB25018 - FCB25016;;;3;Plant.Confirmed;19/08/2025;;29/04/2025;;204-70-00480;Arm;ARM;FRACTURE;KDB (Plant) (51);KDB - Quality Assurance;In Process;01/09/2025;BAUKO (213SPA);KBI (9447);01/09/2025;;Vinícius Barbosa;213SPA;Bauko;13;FY2025;2025
KBISP202509515;PC130LC-10M0, ARM, Arm, FRACTURE,   ;PC130LC-10M0;B20674;714 - Arm;Reinforcement - Arm crack - AB25018 - FCB25016;;;3;Plant.Confirmed;19/08/2025;;22/04/2025;;204-70-00480;Arm;ARM;FRACTURE;KDB (Plant) (51);KDB - Quality Assurance;In Process;01/09/2025;BAUKO (213SPA);KBI (9447);01/09/2025;;Vinícius Barbosa;213SPA;Bauko;13;FY2025;2025
KBISP202509514;PC130-10M0, ARM, Arm, FRACTURE,   ;PC130-10M0;B20594;714 - Arm;Reinforcement - Arm crack - AB25018 - FCB25016;;;5;Plant.Confirmed;18/08/2025;;26/12/2024;;204-70-00480;Arm;ARM;FRACTURE;KDB (Plant) (51);KDB - Quality Assurance;In Process;01/09/2025;BAUKO (213SPA);KBI (9447);01/09/2025;;Vinícius Barbosa;213SPA;Bauko;14;FY2025;2025
KBISP202509513;PC130LC-10M0, ARM, Arm, FRACTURE,   ;PC130LC-10M0;B20730;714 - Arm;Reinforcement - Arm crack - AB25018 - FCB25016;;;3;Plant.Confirmed;18/08/2025;;16/06/2025;;204-70-00480;Arm;ARM;FRACTURE;KDB (Plant) (51);KDB - Quality Assurance;In Process;01/09/2025;BAUKO (213SPA);KBI (9447);01/09/2025;;Vinícius Barbosa;213SPA;Bauko;14;FY2025;2025
KBISP202509512;PC130LC-10M0, ARM, Arm, FRACTURE,   ;PC130LC-10M0;B20706;714 - Arm;Reinforcement - Arm crack - AB25018 - FCB25016;;;3;Plant.Confirmed;18/08/2025;;20/05/2025;;204-70-00480;Arm;ARM;FRACTURE;KDB (Plant) (51);KDB - Quality Assurance;In Process;01/09/2025;BAUKO (213SPA);KBI (9447);01/09/2025;;Vinícius Barbosa;213SPA;Bauko;14;FY2025;2025
KBISP202509511;PC130-10M0, ARM, Arm, FRACTURE,   ;PC130-10M0;B20695;714 - Arm;Reinforcement - Arm crack - AB25018 - FCB25016;;;4;Plant.Confirmed;16/08/2025;;29/04/2025;;204-70-00480;Arm;ARM;FRACTURE;KDB (Plant) (51);KDB - Quality Assurance;In Process;01/09/2025;BAUKO (213SPA);KBI (9447);01/09/2025;;Vinícius Barbosa;213SPA;Bauko;16;FY2025;2025
